Date,Buying
2015-01-26,443.696
2015-01-27,442.4
2015-01-28,441.648
2015-01-29,439.6994
2015-01-30,439.2661
2015-01-31,441.3419
2015-02-01,441.3419
2015-02-02,438.1002
2015-02-03,437.0564
2015-02-04,437.0136
2015-02-05,435.1922
2015-02-06,433.991
2015-02-07,436.27067999999997
2015-02-08,436.27067999999997
2015-02-09,432.8457
2015-02-10,432.7207
2015-02-11,431.9047
2015-02-12,428.3946
2015-02-13,427.2473
2015-02-14,430.62260000000003
2015-02-15,430.62260000000003
2015-02-16,426.6493
2015-02-17,425.7836
2015-02-18,427.0146
2015-02-19,427.9182
2015-02-20,428.5378
