,0
2023-12-31,30.158578439179227
2024-12-31,10.90441868568471
2025-12-31,28.428561964486818
2026-12-31,15.508666450612473
2027-12-31,15.486050147588955
2028-12-31,15.463466825941628
2029-12-31,15.440916437573723
